Sexo;Comunidades Autónomas;Días trabajados en el domicilio particular;Periodo;Total
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2012;29,3
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2011;16
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2010;13,8
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2009;11,2
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2008;12,5
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2007;6,9
Hombres;10 Comunitat Valenciana;Más de la mitad de los días que trabajó;2006;9,4
Hombres;10 Comunitat Valenciana;Ningún día;2021;824,5
Hombres;10 Comunitat Valenciana;Ningún día;2020;780,2
Hombres;10 Comunitat Valenciana;Ningún día;2019;912,2
Hombres;10 Comunitat Valenciana;Ningún día;2018;870,8
Hombres;10 Comunitat Valenciana;Ningún día;2017;854,4
Hombres;10 Comunitat Valenciana;Ningún día;2016;803,9
Hombres;10 Comunitat Valenciana;Ningún día;2015;743,4
Hombres;10 Comunitat Valenciana;Ningún día;2014;734,2
Hombres;10 Comunitat Valenciana;Ningún día;2013;725,8
Hombres;10 Comunitat Valenciana;Ningún día;2012;756,1
Hombres;10 Comunitat Valenciana;Ningún día;2011;775,1
Hombres;10 Comunitat Valenciana;Ningún día;2010;806,3
Hombres;10 Comunitat Valenciana;Ningún día;2009;896,1
Hombres;10 Comunitat Valenciana;Ningún día;2008;985,3
Hombres;10 Comunitat Valenciana;Ningún día;2007;1.055,3
Hombres;10 Comunitat Valenciana;Ningún día;2006;996,4
Hombres;10 Comunitat Valenciana;No sabe;2021;7,4
Hombres;10 Comunitat Valenciana;No sabe;2020;16
Hombres;10 Comunitat Valenciana;No sabe;2019;9
Hombres;10 Comunitat Valenciana;No sabe;2018;6,2
Hombres;10 Comunitat Valenciana;No sabe;2017;6,1
Hombres;10 Comunitat Valenciana;No sabe;2016;9,3
Hombres;10 Comunitat Valenciana;No sabe;2015;4,5
Hombres;10 Comunitat Valenciana;No sabe;2014;14,9
Hombres;10 Comunitat Valenciana;No sabe;2013;6,7
Hombres;10 Comunitat Valenciana;No sabe;2012;7,2
Hombres;10 Comunitat Valenciana;No sabe;2011;9,7
Hombres;10 Comunitat Valenciana;No sabe;2010;9,3
Hombres;10 Comunitat Valenciana;No sabe;2009;5,7
Hombres;10 Comunitat Valenciana;No sabe;2008;3,8
Hombres;10 Comunitat Valenciana;No sabe;2007;5,1
Hombres;10 Comunitat Valenciana;No sabe;2006;6,7
Hombres;11 Extremadura;Total;2021;176,1
Hombres;11 Extremadura;Total;2020;158,8
Hombres;11 Extremadura;Total;2019;168
Hombres;11 Extremadura;Total;2018;166,2
Hombres;11 Extremadura;Total;2017;157,9
Hombres;11 Extremadura;Total;2016;158
Hombres;11 Extremadura;Total;2015;160,4
Hombres;11 Extremadura;Total;2014;155,6
Hombres;11 Extremadura;Total;2013;135,5
Hombres;11 Extremadura;Total;2012;147,1
Hombres;11 Extremadura;Total;2011;164,9
Hombres;11 Extremadura;Total;2010;179,1
Hombres;11 Extremadura;Total;2009;180
Hombres;11 Extremadura;Total;2008;188,6
Hombres;11 Extremadura;Total;2007;192,7
Hombres;11 Extremadura;Total;2006;186,1
Hombres;11 Extremadura;Ocasionalmente;2021;4,7
Hombres;11 Extremadura;Ocasionalmente;2020;1,8
Hombres;11 Extremadura;Ocasionalmente;2019;1,8
Hombres;11 Extremadura;Ocasionalmente;2018;3,1
Hombres;11 Extremadura;Ocasionalmente;2017;0,8
Hombres;11 Extremadura;Ocasionalmente;2016;0,6
Hombres;11 Extremadura;Ocasionalmente;2015;1,3
Hombres;11 Extremadura;Ocasionalmente;2014;1,9
Hombres;11 Extremadura;Ocasionalmente;2013;1,7
Hombres;11 Extremadura;Ocasionalmente;2012;0,9
Hombres;11 Extremadura;Ocasionalmente;2011;1,7
Hombres;11 Extremadura;Ocasionalmente;2010;1,7
Hombres;11 Extremadura;Ocasionalmente;2009;0,6
Hombres;11 Extremadura;Ocasionalmente;2008;1,3
Hombres;11 Extremadura;Ocasionalmente;2007;1
Hombres;11 Extremadura;Ocasionalmente;2006;1
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2021;9,3
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2020;7,5
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2019;2,2
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2018;2,3
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2017;2,5
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2016;3,4
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2015;1,8
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2014;4
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2013;4,7
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2012;1
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2011;2,7
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2010;3,3
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2009;3
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2008;2,6
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2007;2,5
Hombres;11 Extremadura;Más de la mitad de los días que trabajó;2006;1,4
Hombres;11 Extremadura;Ningún día;2021;161,2
Hombres;11 Extremadura;Ningún día;2020;148,1
Hombres;11 Extremadura;Ningún día;2019;163
Hombres;11 Extremadura;Ningún día;2018;159,5
Hombres;11 Extremadura;Ningún día;2017;152,6
Hombres;11 Extremadura;Ningún día;2016;150,6
Hombres;11 Extremadura;Ningún día;2015;156,4
Hombres;11 Extremadura;Ningún día;2014;147,8
Hombres;11 Extremadura;Ningún día;2013;128,1
Hombres;11 Extremadura;Ningún día;2012;143,8
Hombres;11 Extremadura;Ningún día;2011;158,2
Hombres;11 Extremadura;Ningún día;2010;173,1
Hombres;11 Extremadura;Ningún día;2009;174,9
Hombres;11 Extremadura;Ningún día;2008;182,8
Hombres;11 Extremadura;Ningún día;2007;188,6
Hombres;11 Extremadura;Ningún día;2006;182,2
Hombres;11 Extremadura;No sabe;2021;1
Hombres;11 Extremadura;No sabe;2020;1,5
Hombres;11 Extremadura;No sabe;2019;0,9
Hombres;11 Extremadura;No sabe;2018;1,3
Hombres;11 Extremadura;No sabe;2017;2
Hombres;11 Extremadura;No sabe;2016;3,4
Hombres;11 Extremadura;No sabe;2015;0,9
Hombres;11 Extremadura;No sabe;2014;1,9
Hombres;11 Extremadura;No sabe;2013;1
Hombres;11 Extremadura;No sabe;2012;1,3
Hombres;11 Extremadura;No sabe;2011;2,2
Hombres;11 Extremadura;No sabe;2010;0,9
Hombres;11 Extremadura;No sabe;2009;1,5
Hombres;11 Extremadura;No sabe;2008;2
Hombres;11 Extremadura;No sabe;2007;0,6
Hombres;11 Extremadura;No sabe;2006;1,5
Hombres;12 Galicia;Total;2021;447,4
Hombres;12 Galicia;Total;2020;447
Hombres;12 Galicia;Total;2019;431,9
Hombres;12 Galicia;Total;2018;425,9
Hombres;12 Galicia;Total;2017;419,9
Hombres;12 Galicia;Total;2016;415,3
Hombres;12 Galicia;Total;2015;418,9
Hombres;12 Galicia;Total;2014;380,5
Hombres;12 Galicia;Total;2013;402
Hombres;12 Galicia;Total;2012;428,5
Hombres;12 Galicia;Total;2011;450,3
Hombres;12 Galicia;Total;2010;457,1
Hombres;12 Galicia;Total;2009;499,7
Hombres;12 Galicia;Total;2008;505,4
Hombres;12 Galicia;Total;2007;516
Hombres;12 Galicia;Total;2006;506,8
Hombres;12 Galicia;Ocasionalmente;2021;20,3
Hombres;12 Galicia;Ocasionalmente;2020;12,6
Hombres;12 Galicia;Ocasionalmente;2019;6
Hombres;12 Galicia;Ocasionalmente;2018;5,2
Hombres;12 Galicia;Ocasionalmente;2017;3,1
Hombres;12 Galicia;Ocasionalmente;2016;3,8
Hombres;12 Galicia;Ocasionalmente;2015;3,1
Hombres;12 Galicia;Ocasionalmente;2014;3,8
Hombres;12 Galicia;Ocasionalmente;2013;5,6
Hombres;12 Galicia;Ocasionalmente;2012;4,3
Hombres;12 Galicia;Ocasionalmente;2011;4,2
Hombres;12 Galicia;Ocasionalmente;2010;3,7
Hombres;12 Galicia;Ocasionalmente;2009;5,7
Hombres;12 Galicia;Ocasionalmente;2008;6,5
Hombres;12 Galicia;Ocasionalmente;2007;5,4
Hombres;12 Galicia;Ocasionalmente;2006;3,9
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2021;25,2
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2020;30,5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2019;8,5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2018;7,2
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2017;8
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2016;5,1
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2015;5,4
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2014;10,5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2013;6,5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2012;8,9
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2011;6,5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2010;5
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2009;7,2
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2008;5,6
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2007;4,2
Hombres;12 Galicia;Más de la mitad de los días que trabajó;2006;6,6
Hombres;12 Galicia;Ningún día;2021;400,6
Hombres;12 Galicia;Ningún día;2020;399,7
Hombres;12 Galicia;Ningún día;2019;412,5
Hombres;12 Galicia;Ningún día;2018;407,8
Hombres;12 Galicia;Ningún día;2017;402,4
Hombres;12 Galicia;Ningún día;2016;399,8
Hombres;12 Galicia;Ningún día;2015;405,2
Hombres;12 Galicia;Ningún día;2014;362,8
Hombres;12 Galicia;Ningún día;2013;386,4
Hombres;12 Galicia;Ningún día;2012;412,9
Hombres;12 Galicia;Ningún día;2011;435,6
Hombres;12 Galicia;Ningún día;2010;445,7
Hombres;12 Galicia;Ningún día;2009;484,3
Hombres;12 Galicia;Ningún día;2008;491,6
Hombres;12 Galicia;Ningún día;2007;501,9
Hombres;12 Galicia;Ningún día;2006;493,1
Hombres;12 Galicia;No sabe;2021;1,3
Hombres;12 Galicia;No sabe;2020;4,2
Hombres;12 Galicia;No sabe;2019;4,9
Hombres;12 Galicia;No sabe;2018;5,7
Hombres;12 Galicia;No sabe;2017;6,4
Hombres;12 Galicia;No sabe;2016;6,5
Hombres;12 Galicia;No sabe;2015;5,3
Hombres;12 Galicia;No sabe;2014;3,4
Hombres;12 Galicia;No sabe;2013;3,5
Hombres;12 Galicia;No sabe;2012;2,6
Hombres;12 Galicia;No sabe;2011;3,9
Hombres;12 Galicia;No sabe;2010;2,7
Hombres;12 Galicia;No sabe;2009;2,4
Hombres;12 Galicia;No sabe;2008;1,6
Hombres;12 Galicia;No sabe;2007;4,5
Hombres;12 Galicia;No sabe;2006;3,2
Hombres;13 Madrid, Comunidad de;Total;2021;1.375,1
Hombres;13 Madrid, Comunidad de;Total;2020;1.351,8
Hombres;13 Madrid, Comunidad de;Total;2019;1.376,1
Hombres;13 Madrid, Comunidad de;Total;2018;1.334,9
Hombres;13 Madrid, Comunidad de;Total;2017;1.251,4
Hombres;13 Madrid, Comunidad de;Total;2016;1.295,7
Hombres;13 Madrid, Comunidad de;Total;2015;1.255,9
Hombres;13 Madrid, Comunidad de;Total;2014;1.223,4
Hombres;13 Madrid, Comunidad de;Total;2013;1.163
Hombres;13 Madrid, Comunidad de;Total;2012;1.245
Hombres;13 Madrid, Comunidad de;Total;2011;1.306,3
Hombres;13 Madrid, Comunidad de;Total;2010;1.411,6
Hombres;13 Madrid, Comunidad de;Total;2009;1.371,9
Hombres;13 Madrid, Comunidad de;Total;2008;1.433,8
Hombres;13 Madrid, Comunidad de;Total;2007;1.482
Hombres;13 Madrid, Comunidad de;Total;2006;1.422,7
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2021;84,5
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2020;56,9
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2019;43
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2018;29,2
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2017;41
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2016;17,3
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2015;26,6
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2014;20
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2013;33,9
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2012;20,7
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2011;21,6
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2010;14,6
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2009;19,3
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2008;12,9
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2007;19
Hombres;13 Madrid, Comunidad de;Ocasionalmente;2006;12,1
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2021;212,3
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2020;233,4
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2019;31,5
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2018;24,5
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2017;34,2
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2016;24,9
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2015;24,3
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2014;31,8
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2013;20
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2012;34,1
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2011;22,5
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2010;27
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2009;14,3
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2008;14
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2007;8,8
Hombres;13 Madrid, Comunidad de;Más de la mitad de los días que trabajó;2006;10,6
Hombres;13 Madrid, Comunidad de;Ningún día;2021;1.067,7
Hombres;13 Madrid, Comunidad de;Ningún día;2020;1.029,9
Hombres;13 Madrid, Comunidad de;Ningún día;2019;1.280,5
Hombres;13 Madrid, Comunidad de;Ningún día;2018;1.254,9
Hombres;13 Madrid, Comunidad de;Ningún día;2017;1.152,2
Hombres;13 Madrid, Comunidad de;Ningún día;2016;1.241,1
Hombres;13 Madrid, Comunidad de;Ningún día;2015;1.174,1
Hombres;13 Madrid, Comunidad de;Ningún día;2014;1.147,6
Hombres;13 Madrid, Comunidad de;Ningún día;2013;1.073,8
Hombres;13 Madrid, Comunidad de;Ningún día;2012;1.165,1
Hombres;13 Madrid, Comunidad de;Ningún día;2011;1.243,5
Hombres;13 Madrid, Comunidad de;Ningún día;2010;1.358,3
Hombres;13 Madrid, Comunidad de;Ningún día;2009;1.322,2
Hombres;13 Madrid, Comunidad de;Ningún día;2008;1.399,3
Hombres;13 Madrid, Comunidad de;Ningún día;2007;1.446,3
Hombres;13 Madrid, Comunidad de;Ningún día;2006;1.387,8
Hombres;13 Madrid, Comunidad de;No sabe;2021;10,6
Hombres;13 Madrid, Comunidad de;No sabe;2020;31,6
Hombres;13 Madrid, Comunidad de;No sabe;2019;21
Hombres;13 Madrid, Comunidad de;No sabe;2018;26,2
Hombres;13 Madrid, Comunidad de;No sabe;2017;23,9
Hombres;13 Madrid, Comunidad de;No sabe;2016;12,3
Hombres;13 Madrid, Comunidad de;No sabe;2015;30,9
Hombres;13 Madrid, Comunidad de;No sabe;2014;24,1
Hombres;13 Madrid, Comunidad de;No sabe;2013;35,2
Hombres;13 Madrid, Comunidad de;No sabe;2012;25,1
Hombres;13 Madrid, Comunidad de;No sabe;2011;18,7
Hombres;13 Madrid, Comunidad de;No sabe;2010;11,6
Hombres;13 Madrid, Comunidad de;No sabe;2009;16,2
Hombres;13 Madrid, Comunidad de;No sabe;2008;7,5
Hombres;13 Madrid, Comunidad de;No sabe;2007;7,9
Hombres;13 Madrid, Comunidad de;No sabe;2006;12,2
Hombres;14 Murcia, Región de;Total;2021;295
Hombres;14 Murcia, Región de;Total;2020;295,7
Hombres;14 Murcia, Región de;Total;2019;285,4
Hombres;14 Murcia, Región de;Total;2018;276
Hombres;14 Murcia, Región de;Total;2017;267,9
Hombres;14 Murcia, Región de;Total;2016;260,3
Hombres;14 Murcia, Región de;Total;2015;242,2
Hombres;14 Murcia, Región de;Total;2014;241,7
Hombres;14 Murcia, Región de;Total;2013;239
Hombres;14 Murcia, Región de;Total;2012;231
Hombres;14 Murcia, Región de;Total;2011;247,1
Hombres;14 Murcia, Región de;Total;2010;252,3
Hombres;14 Murcia, Región de;Total;2009;261,2
Hombres;14 Murcia, Región de;Total;2008;294,1
Hombres;14 Murcia, Región de;Total;2007;329,3
Hombres;14 Murcia, Región de;Total;2006;304,5
Hombres;14 Murcia, Región de;Ocasionalmente;2021;7,7
Hombres;14 Murcia, Región de;Ocasionalmente;2020;6,9
Hombres;14 Murcia, Región de;Ocasionalmente;2019;6,2
Hombres;14 Murcia, Región de;Ocasionalmente;2018;5
Hombres;14 Murcia, Región de;Ocasionalmente;2017;3
Hombres;14 Murcia, Región de;Ocasionalmente;2016;3,1
Hombres;14 Murcia, Región de;Ocasionalmente;2015;3,8
Hombres;14 Murcia, Región de;Ocasionalmente;2014;2,9
Hombres;14 Murcia, Región de;Ocasionalmente;2013;2,6
Hombres;14 Murcia, Región de;Ocasionalmente;2012;2,5
Hombres;14 Murcia, Región de;Ocasionalmente;2011;6,1
Hombres;14 Murcia, Región de;Ocasionalmente;2010;2,3
Hombres;14 Murcia, Región de;Ocasionalmente;2009;3,4
Hombres;14 Murcia, Región de;Ocasionalmente;2008;4,4
Hombres;14 Murcia, Región de;Ocasionalmente;2007;2,4
Hombres;14 Murcia, Región de;Ocasionalmente;2006;1,2
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2021;12,8
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2020;17
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2019;4,3
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2018;5,8
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2017;3,7
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2016;4,9
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2015;2
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2014;2,5
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2013;3,3
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2012;5,4
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2011;6,1
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2010;4,2
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2009;3
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2008;2,5
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2007;4
Hombres;14 Murcia, Región de;Más de la mitad de los días que trabajó;2006;3,4
Hombres;14 Murcia, Región de;Ningún día;2021;272,2
Hombres;14 Murcia, Región de;Ningún día;2020;265,4
Hombres;14 Murcia, Región de;Ningún día;2019;270,7
Hombres;14 Murcia, Región de;Ningún día;2018;262,3
Hombres;14 Murcia, Región de;Ningún día;2017;256,7
Hombres;14 Murcia, Región de;Ningún día;2016;249,3
Hombres;14 Murcia, Región de;Ningún día;2015;232,7
Hombres;14 Murcia, Región de;Ningún día;2014;233,8
Hombres;14 Murcia, Región de;Ningún día;2013;232,6
Hombres;14 Murcia, Región de;Ningún día;2012;221,2
Hombres;14 Murcia, Región de;Ningún día;2011;231,1
Hombres;14 Murcia, Región de;Ningún día;2010;245,8
Hombres;14 Murcia, Región de;Ningún día;2009;252,8
Hombres;14 Murcia, Región de;Ningún día;2008;284,4
Hombres;14 Murcia, Región de;Ningún día;2007;321,7
Hombres;14 Murcia, Región de;Ningún día;2006;297,4
Hombres;14 Murcia, Región de;No sabe;2021;2,4
Hombres;14 Murcia, Región de;No sabe;2020;6,3
Hombres;14 Murcia, Región de;No sabe;2019;4,2
Hombres;14 Murcia, Región de;No sabe;2018;2,9
Hombres;14 Murcia, Región de;No sabe;2017;4,5
Hombres;14 Murcia, Región de;No sabe;2016;3
Hombres;14 Murcia, Región de;No sabe;2015;3,6
Hombres;14 Murcia, Región de;No sabe;2014;2,5
Hombres;14 Murcia, Región de;No sabe;2013;0,5
Hombres;14 Murcia, Región de;No sabe;2012;1,8
Hombres;14 Murcia, Región de;No sabe;2011;3,8
Hombres;14 Murcia, Región de;No sabe;2010;..
Hombres;14 Murcia, Región de;No sabe;2009;2
Hombres;14 Murcia, Región de;No sabe;2008;2,8
Hombres;14 Murcia, Región de;No sabe;2007;1,2
Hombres;14 Murcia, Región de;No sabe;2006;2,5
Hombres;15 Navarra, Comunidad Foral de;Total;2021;117,4
Hombres;15 Navarra, Comunidad Foral de;Total;2020;116,3
Hombres;15 Navarra, Comunidad Foral de;Total;2019;119,8
Hombres;15 Navarra, Comunidad Foral de;Total;2018;122,2
Hombres;15 Navarra, Comunidad Foral de;Total;2017;131,8
Hombres;15 Navarra, Comunidad Foral de;Total;2016;115,4
Hombres;15 Navarra, Comunidad Foral de;Total;2015;109,5
Hombres;15 Navarra, Comunidad Foral de;Total;2014;115,7
Hombres;15 Navarra, Comunidad Foral de;Total;2013;106,2
Hombres;15 Navarra, Comunidad Foral de;Total;2012;110,9
Hombres;15 Navarra, Comunidad Foral de;Total;2011;124,1
Hombres;15 Navarra, Comunidad Foral de;Total;2010;125,1
Hombres;15 Navarra, Comunidad Foral de;Total;2009;129,8
Hombres;15 Navarra, Comunidad Foral de;Total;2008;130,7
Hombres;15 Navarra, Comunidad Foral de;Total;2007;132,4
Hombres;15 Navarra, Comunidad Foral de;Total;2006;122,7
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2021;1,8
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2020;1,4
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2019;1,1
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2018;1,2
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2017;2,4
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2016;1
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2015;..
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2014;0,9
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2013;1
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2012;1,1
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2011;0,4
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2010;0,9
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2009;0,5
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2008;0,5
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2007;2
Hombres;15 Navarra, Comunidad Foral de;Ocasionalmente;2006;1,3
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2021;6,1
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2020;5,2
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2019;1,8
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2018;1,5
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2017;2,4
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2016;0,9
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2015;0,5
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2014;1,5
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2013;2,1
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2012;0,8
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2011;1,2
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2010;1,4
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2009;0,7
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2008;1,4
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2007;2,2
Hombres;15 Navarra, Comunidad Foral de;Más de la mitad de los días que trabajó;2006;1,5
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2021;108,7
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2020;108,4
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2019;116,2
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2018;118,3
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2017;125,8
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2016;112,9
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2015;108,4
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2014;112,6
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2013;102,6
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2012;108,2
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2011;120,9
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2010;121,2
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2009;127,1
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2008;128,7
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2007;127,6
Hombres;15 Navarra, Comunidad Foral de;Ningún día;2006;119,7
Hombres;15 Navarra, Comunidad Foral de;No sabe;2021;0,8
Hombres;15 Navarra, Comunidad Foral de;No sabe;2020;1,4
Hombres;15 Navarra, Comunidad Foral de;No sabe;2019;0,7
Hombres;15 Navarra, Comunidad Foral de;No sabe;2018;1,3
Hombres;15 Navarra, Comunidad Foral de;No sabe;2017;1,3
Hombres;15 Navarra, Comunidad Foral de;No sabe;2016;0,6
Hombres;15 Navarra, Comunidad Foral de;No sabe;2015;0,5
Hombres;15 Navarra, Comunidad Foral de;No sabe;2014;0,7
Hombres;15 Navarra, Comunidad Foral de;No sabe;2013;0,6
Hombres;15 Navarra, Comunidad Foral de;No sabe;2012;0,7
Hombres;15 Navarra, Comunidad Foral de;No sabe;2011;1,6
Hombres;15 Navarra, Comunidad Foral de;No sabe;2010;1,6
Hombres;15 Navarra, Comunidad Foral de;No sabe;2009;1,5
Hombres;15 Navarra, Comunidad Foral de;No sabe;2008;0,2
Hombres;15 Navarra, Comunidad Foral de;No sabe;2007;0,6
Hombres;15 Navarra, Comunidad Foral de;No sabe;2006;0,2
Hombres;16 País Vasco;Total;2021;393
Hombres;16 País Vasco;Total;2020;395,9
Hombres;16 País Vasco;Total;2019;408
Hombres;16 País Vasco;Total;2018;410,5
Hombres;16 País Vasco;Total;2017;411,8
Hombres;16 País Vasco;Total;2016;397,4
Hombres;16 País Vasco;Total;2015;375,8
Hombres;16 País Vasco;Total;2014;371,3
Hombres;16 País Vasco;Total;2013;381,7
Hombres;16 País Vasco;Total;2012;393,2
Hombres;16 País Vasco;Total;2011;432,2
